,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
445,Alevga,35.1855659,33.38227639999999,Σουβλάκι της Αυλής,35.18574,33.37901,Souvlaki Shop
446,Alevga,35.1855659,33.38227639999999,Faros (Κέντρο Δεξιώσεων),35.18328184464154,33.37916766369356,Diner
447,Alevga,35.1855659,33.38227639999999,Kalamies Tavern,35.18383026123047,33.378353118896484,Greek Restaurant
448,Alithinou,35.1855659,33.38227639999999,O Πλάτανος,35.185252,33.379911,Kafenio
449,Alithinou,35.1855659,33.38227639999999,Cafe Bizz,35.185560697747086,33.382282772147256,Café
450,Alithinou,35.1855659,33.38227639999999,Σουβλάκι της Αυλής,35.18574,33.37901,Souvlaki Shop
451,Alithinou,35.1855659,33.38227639999999,Faros (Κέντρο Δεξιώσεων),35.18328184464154,33.37916766369356,Diner
452,Alithinou,35.1855659,33.38227639999999,Kalamies Tavern,35.18383026123047,33.378353118896484,Greek Restaurant
453,Aloda,35.21288870000001,33.8327552,Soncancık,35.210037,33.82986,Dessert Shop
454,Alona,34.9349283,33.038098600000005,Hennan Sea Breeze,34.93510818481445,33.03814697265625,Restaurant
455,Ammadies,35.1855659,33.38227639999999,O Πλάτανος,35.185252,33.379911,Kafenio
456,Ammadies,35.1855659,33.38227639999999,Cafe Bizz,35.185560697747086,33.382282772147256,Café
457,Ammadies,35.1855659,33.38227639999999,Σουβλάκι της Αυλής,35.18574,33.37901,Souvlaki Shop
458,Ammadies,35.1855659,33.38227639999999,Faros (Κέντρο Δεξιώσεων),35.18328184464154,33.37916766369356,Diner
459,Ammadies,35.1855659,33.38227639999999,Kalamies Tavern,35.18383026123047,33.378353118896484,Greek Restaurant
460,Ampelikou,35.1855659,33.38227639999999,O Πλάτανος,35.185252,33.379911,Kafenio
461,Ampelikou,35.1855659,33.38227639999999,Cafe Bizz,35.185560697747086,33.382282772147256,Café
462,Ampelikou,35.1855659,33.38227639999999,Σουβλάκι της Αυλής,35.18574,33.37901,Souvlaki Shop
463,Ampelikou,35.1855659,33.38227639999999,Faros (Κέντρο Δεξιώσεων),35.18328184464154,33.37916766369356,Diner
464,Ampelikou,35.1855659,33.38227639999999,Kalamies Tavern,35.18383026123047,33.378353118896484,Greek Restaurant
465,Anageia,35.0771107,33.2503679,V4Variemai-KIOSK,35.07403999694854,33.24731532161704,Convenience Store
466,Anadiou,34.7720133,32.4297369,Πιττα Express,34.773142457425884,32.42978386708158,Greek Restaurant
467,Anadiou,34.7720133,32.4297369,Vintage Art Cafe,34.774772985957114,32.42971483367087,Coffee Shop
468,Anadiou,34.7720133,32.4297369,Arabica Coffee House,34.77571511956213,32.426693194942594,Coffee Shop
469,Anadiou,34.7720133,32.4297369,Temple,34.77510142196471,32.426082437377914,Bar
470,Anadiou,34.7720133,32.4297369,Omikron Brunch,34.77323083479847,32.4250148511698,Breakfast Spot
471,Anadiou,34.7720133,32.4297369,5th Floor Cafe,34.77378953670763,32.429101865703274,Café
472,Anadiou,34.7720133,32.4297369,Myrensis Spa,34.771511,32.429403,Spa
473,Anadiou,34.7720133,32.4297369,Stephanis,34.77386339566697,32.428915686340865,Electronics Store
474,Anadiou,34.7720133,32.4297369,New York Sweets,34.77446172433971,32.427958977017056,Dessert Shop
475,Anadiou,34.7720133,32.4297369,A' Lyceum Sports Hall (APOP BC),34.77490715267509,32.42586303419454,Basketball Court
476,Anogyra,34.7366636,32.729430900000004,Nicolas and Maria's Cottages,34.73855514190715,32.734274860788446,Bed & Breakfast
477,Arakapas,34.8449552,33.113359,Kalamaras Tavern,34.84461782420043,33.11388906052169,Mediterranean Restaurant
478,Argaki,35.1855659,33.38227639999999,O Πλάτανος,35.185252,33.379911,Kafenio
479,Argaki,35.1855659,33.38227639999999,Cafe Bizz,35.185560697747086,33.382282772147256,Café
480,Argaki,35.1855659,33.38227639999999,Σουβλάκι της Αυλής,35.18574,33.37901,Souvlaki Shop
481,Argaki,35.1855659,33.38227639999999,Faros (Κέντρο Δεξιώσεων),35.18328184464154,33.37916766369356,Diner
482,Argaki,35.1855659,33.38227639999999,Kalamies Tavern,35.18383026123047,33.378353118896484,Greek Restaurant
483,Armenomonastiro,35.3322825,33.319547899999996,Laconic Computer®,35.331276331721334,33.32173277597241,Electronics Store
484,Armenomonastiro,35.3322825,33.319547899999996,Papageno,35.33300252971066,33.31991828009628,Pub
485,Armenomonastiro,35.3322825,33.319547899999996,Bogotâ Performance Hall,35.33495610974277,33.319863544845155,Music Venue
486,Armenomonastiro,35.3322825,33.319547899999996,Koton,35.33219602736038,33.31869280284419,Clothing Store
487,Armenomonastiro,35.3322825,33.319547899999996,Bodyfit Fitness & Sports Club,35.33173577505569,33.316698183966096,Gym / Fitness Center
488,Armenomonastiro,35.3322825,33.319547899999996,Bogotâ,35.33493846793099,33.319814431818806,Lounge
489,Armenomonastiro,35.3322825,33.319547899999996,Ekmar Supermarket,35.33208872976298,33.31733320197514,Supermarket
490,Armenomonastiro,35.3322825,33.319547899999996,Nilgün Fish Resaturant,35.33551792365903,33.32027274026915,Seafood Restaurant
491,Armenomonastiro,35.3322825,33.319547899999996,Kryolan,35.3324098738939,33.316432373314576,Cosmetics Shop
492,Armenomonastiro,35.3322825,33.319547899999996,Lokanta Kekik,35.335330680261706,33.32250540222555,Comfort Food Restaurant
493,Armenomonastiro,35.3322825,33.319547899999996,Butik Steak House,35.33245116745956,33.31753073802509,Steakhouse
494,Armenomonastiro,35.3322825,33.319547899999996,scorelife fitness,35.33168816109368,33.31650847568023,Gym
495,Armenomonastiro,35.3322825,33.319547899999996,Efendi's,35.336214117271595,33.32109201750359,Restaurant
496,Armenomonastiro,35.3322825,33.319547899999996,Victoria's Secret,35.33283039703947,33.31442001233017,Lingerie Store
497,Armenomonastiro,35.3322825,33.319547899999996,Organza Girne,35.33247809741435,33.317098089187844,Boutique
498,Armenomonastiro,35.3322825,33.319547899999996,Bayramoğlu Shoes,35.33240940237852,33.31745614896265,Shoe Store
499,Armenomonastiro,35.3322825,33.319547899999996,italiano,35.33246677968866,33.31795052372354,Furniture / Home Store
500,Armenomonastiro,35.3322825,33.319547899999996,Yaprak Tantuni,35.33246455143227,33.31712568992524,Turkish Restaurant
501,Armenomonastiro,35.3322825,33.319547899999996,Girne Barış Parkı,35.332743412273054,33.31436905024205,Park
502,Armenomonastiro,35.3322825,33.319547899999996,Barış Parkı,35.331713165627356,33.31456035571254,Playground
503,Armenomonastiro,35.3322825,33.319547899999996,Yaprak Tantuni,35.332505164832384,33.31717285077464,Tantuni Restaurant
504,Armenomonastiro,35.3322825,33.319547899999996,Effective Sports Club,35.33244703547088,33.31768679170033,Gym / Fitness Center
505,Armenomonastiro,35.3322825,33.319547899999996,sekiz investment,35.33118083756946,33.317794277675766,Construction & Landscaping
506,Armenomonastiro,35.3322825,33.319547899999996,Inci Girne,35.332336392918855,33.3185673746044,Shoe Store
507,Armenomonastiro,35.3322825,33.319547899999996,Gardenia Gowns,35.33132585893665,33.321658859961815,Shop & Service
508,Armenomonastiro,35.3322825,33.319547899999996,Digitürk,35.330837970762325,33.323112063087706,Electronics Store
509,Armenomonastiro,35.3322825,33.319547899999996,clear point exchange,35.332538261636095,33.31616452027847,Currency Exchange
510,Armenomonastiro,35.3322825,33.319547899999996,Perfect Garden,35.329584,33.321299,Botanical Garden
511,Armenomonastiro,35.3322825,33.319547899999996,Cafe Queen,35.33086878540778,33.323087786538224,Café
512,Armenochori,34.7517145,33.126717,Shooting Campo,34.75511817054784,33.12482490368708,Gun Range
513,Armou,34.7720133,32.4297369,Πιττα Express,34.773142457425884,32.42978386708158,Greek Restaurant
514,Armou,34.7720133,32.4297369,Vintage Art Cafe,34.774772985957114,32.42971483367087,Coffee Shop
515,Armou,34.7720133,32.4297369,Arabica Coffee House,34.77571511956213,32.426693194942594,Coffee Shop
516,Armou,34.7720133,32.4297369,Temple,34.77510142196471,32.426082437377914,Bar
517,Armou,34.7720133,32.4297369,Omikron Brunch,34.77323083479847,32.4250148511698,Breakfast Spot
518,Armou,34.7720133,32.4297369,5th Floor Cafe,34.77378953670763,32.429101865703274,Café
519,Armou,34.7720133,32.4297369,Myrensis Spa,34.771511,32.429403,Spa
520,Armou,34.7720133,32.4297369,Stephanis,34.77386339566697,32.428915686340865,Electronics Store
521,Armou,34.7720133,32.4297369,New York Sweets,34.77446172433971,32.427958977017056,Dessert Shop
522,Armou,34.7720133,32.4297369,A' Lyceum Sports Hall (APOP BC),34.77490715267509,32.42586303419454,Basketball Court
523,Arnadi,35.2366033,33.8578735,Anamın Bahçası,35.236504,33.85813,Botanical Garden
524,Arnadi,35.2366033,33.8578735,Hurisin Mutfagi,35.23693647447419,33.85929330659316,Health Food Store
525,Arnadi,35.2366033,33.8578735,Arkın Palm Beach Hotel,35.23755875187124,33.86141489306391,Resort
526,Arnadi,35.2366033,33.8578735,kuzucuk park alani,35.23595621653893,33.86313016167688,Playground
527,Arsos Larnakas,34.9243154,33.636336,Holy Cow,34.926525837195086,33.63633924072583,Bistro
528,Arsos Larnakas,34.9243154,33.636336,Souvlakia Eftimis,34.92331599185632,33.633906883653964,Souvlaki Shop
529,Arsos Larnakas,34.9243154,33.636336,Zafiris,34.92358095380564,33.63667563653973,Greek Restaurant
530,Arsos Larnakas,34.9243154,33.636336,Mulan,34.92427894344591,33.63651168061315,Chinese Restaurant
531,Arsos Larnakas,34.9243154,33.636336,Taipei Town,34.926380584146365,33.6366259925367,Chinese Restaurant
532,Arsos Larnakas,34.9243154,33.636336,Coffee Island,34.923111159472704,33.636767718024274,Coffee Shop
533,Arsos Larnakas,34.9243154,33.636336,PAPAFiLiPOU ICE CREAM,34.92756776118185,33.636839532743146,Ice Cream Shop
534,Arsos Larnakas,34.9243154,33.636336,McDonald's,34.92648878905292,33.63648442394194,Fast Food Restaurant
535,Arsos Larnakas,34.9243154,33.636336,Appetito Pizza,34.92158995169294,33.63732575646844,Greek Restaurant
536,Arsos Larnakas,34.9243154,33.636336,Larnaca Tennis Club,34.920755458094945,33.63326653085014,Tennis Court
537,Arsos Lemesou,34.841481099999996,32.7703589,Arsos Village Center,34.84042904281067,32.76897821892035,Plaza
538,Arsos Lemesou,34.841481099999996,32.7703589,Arsos Cafe & Restaurant,34.840794,32.769897,Restaurant
539,Arsos Lemesou,34.841481099999996,32.7703589,Arsos Tavern,34.840345,32.769091,Greek Restaurant
540,Asgata,34.776171600000005,33.2475594,Λεμονια,34.77654298042583,33.252515406651405,Cupcake Shop
541,Asinou,35.16505120000001,33.3857936,Satiriko Theatro (Σατιρικό Θέατρο),35.163055783439034,33.386356830596924,Theater
542,Asinou,35.16505120000001,33.3857936,Άλσος Ακαδημίας,35.16289413319552,33.38276116791795,Park
543,Asinou,35.16505120000001,33.3857936,Maxx Fitness & Beauty,35.16132558577779,33.386628705688445,Gym
544,Asinou,35.16505120000001,33.3857936,Το κουκουνάρι,35.162299407831064,33.38282331475888,Café
545,Askas,35.1855659,33.38227639999999,O Πλάτανος,35.185252,33.379911,Kafenio
546,Askas,35.1855659,33.38227639999999,Cafe Bizz,35.185560697747086,33.382282772147256,Café
547,Askas,35.1855659,33.38227639999999,Σουβλάκι της Αυλής,35.18574,33.37901,Souvlaki Shop
548,Askas,35.1855659,33.38227639999999,Faros (Κέντρο Δεξιώσεων),35.18328184464154,33.37916766369356,Diner
549,Askas,35.1855659,33.38227639999999,Kalamies Tavern,35.18383026123047,33.378353118896484,Greek Restaurant
550,Asseia (Askeia),35.114911600000006,33.919245000000004,Armağan Döner,35.114216,33.918865,Restaurant
551,Asseia (Askeia),35.114911600000006,33.919245000000004,Derimod,35.114993449942105,33.91922331480796,Leather Goods Store
552,Asseia (Askeia),35.114911600000006,33.919245000000004,Comar In The House çanakkale,35.117566636348485,33.91862136427223,Brewery
553,Asseia (Askeia),35.114911600000006,33.919245000000004,Ayluga Parkı,35.119141764538504,33.91840349659533,Park
554,Astromeritis,35.139444299999994,33.0395058,Stemma,35.13768527394442,33.04198999620273,Bakery
555,Avgolida,35.3522187,33.9610657,ÇiğKeyf Pandora Şubesi,35.35296233795383,33.963139057159424,Snack Place
556,Avgolida,35.3522187,33.9610657,baksön yangın söndürme cihazları,35.35544743371868,33.96252751350402,Department Store
557,Afanteia - Ornithi,35.1489203,33.5784007,Sohbet Market,35.14825,33.578205,Convenience Store
558,Acheritou,35.097071500000006,33.852292299999995,Ori Market,35.09659703002165,33.84893191221414,Grocery Store
559,Achna,35.0565168,33.7797054,Cihan,35.05902,33.777493,Forest
560,Vavatsinia,34.89109129999999,33.2293021,Εστιατόριο Μαρίας,34.88917922973633,33.228397369384766,Restaurant
561,Vavatsinia,34.89109129999999,33.2293021,"""Takis"" Vavatsinia Tavern",34.893303,33.229195,Taverna
562,Vavylas,41.0693256,-73.4941886,Equinox Darien,41.069949,-73.492532,Gym
563,Vavylas,41.0693256,-73.4941886,Palmer's Darien,41.06984048850008,-73.49641994796687,Grocery Store
564,Vavylas,41.0693256,-73.4941886,Jimmy's Southside Tavern,41.069845409317345,-73.49788708247948,American Restaurant
565,Vavylas,41.0693256,-73.4941886,Juice Press,41.069812,-73.492316,Juice Bar
566,Vavylas,41.0693256,-73.4941886,Jake's Place,41.06883809974282,-73.49037986609278,Diner
567,Vavylas,41.0693256,-73.4941886,Chase Bank,41.069555568103894,-73.49167808890343,Bank
568,Vavylas,41.0693256,-73.4941886,SUBWAY,41.069571821356185,-73.49232384755328,Sandwich Place
569,Vavylas,41.0693256,-73.4941886,Heights Pizza,41.06994088270677,-73.4972677560437,Pizza Place
570,Vavylas,41.0693256,-73.4941886,Shell,41.06971045831476,-73.49106440413556,Gas Station
571,Vavylas,41.0693256,-73.4941886,Walgreens,41.0701689,-73.4937707,Pharmacy
572,Vavylas,41.0693256,-73.4941886,Vavala's Deli,41.06915274125164,-73.49433117857565,Deli / Bodega
573,Vavylas,41.0693256,-73.4941886,Phil's Grill,41.06976788243409,-73.49794140989147,Burger Joint
574,Vavylas,41.0693256,-73.4941886,Darien Shopping Center,41.069271087646484,-73.49409484863281,Shopping Mall
575,Vavylas,41.0693256,-73.4941886,Dolce Nails,41.06930620639096,-73.49430482184889,Cosmetics Shop
576,Vavylas,41.0693256,-73.4941886,Learys Wine & Liquors,41.069326,-73.494396,Wine Shop
577,Vavylas,41.0693256,-73.4941886,Edward Tunick Men's Clothier,41.069906,-73.497185,Men's Store
578,Vavylas,41.0693256,-73.4941886,Elements Yoga & Wellness Center,41.07001305071718,-73.49800300906868,Yoga Studio
579,Vavylas,41.0693256,-73.4941886,Versailles Medical Spa,41.067727,-73.489532,Doctor's Office
580,Vavylas,41.0693256,-73.4941886,James McGuane Park,41.06756533571907,-73.49893964375138,Baseball Field
581,Vavylas,41.0693256,-73.4941886,New-Ridge Builders Inc,41.066931,-73.498848,Construction & Landscaping
582,Vasa Kellakiou,34.8028938,33.21455330000001,Cyprus Ultra Marathon,34.80393720668272,33.21390151977539,Athletics & Sports
583,Vasa Koilaniou,34.8330525,32.7901114,Zivania Museum,34.831629,32.789497,History Museum
584,Vasa Koilaniou,34.8330525,32.7901114,Pyrkos Tavern,34.833448,32.793059,Taverna
585,Vasileia,35.343951700000005,33.1070309,Keskin Battalbey,35.343628,33.107006,Food & Drink Shop
586,Vasiliko,34.9002535,33.6231723,Stop Drinking Expert,34.9021051859886,33.62589955329895,Beer Store
587,Vatili,35.114911600000006,33.919245000000004,Armağan Döner,35.114216,33.918865,Restaurant
588,Vatili,35.114911600000006,33.919245000000004,Derimod,35.114993449942105,33.91922331480796,Leather Goods Store
589,Vatili,35.114911600000006,33.919245000000004,Comar In The House çanakkale,35.117566636348485,33.91862136427223,Brewery
590,Vatili,35.114911600000006,33.919245000000004,Ayluga Parkı,35.119141764538504,33.91840349659533,Park
591,Vikla,34.7071301,33.0226174,Machallekide Gym,34.70950428784266,33.02450325556084,Gym
592,Vikla,34.7071301,33.0226174,Fiction,34.70883325075198,33.024428955757465,Bakery
593,Vikla,34.7071301,33.0226174,Meazza Mini FootBall Club,34.71106010972174,33.02446972324488,Sports Club
594,Vikla,34.7071301,33.0226174,O Mpaxes (Ο Μπαξές),34.71146,33.023464,Meze Restaurant
595,Vitsada,35.114911600000006,33.919245000000004,Armağan Döner,35.114216,33.918865,Restaurant
596,Vitsada,35.114911600000006,33.919245000000004,Derimod,35.114993449942105,33.91922331480796,Leather Goods Store
597,Vitsada,35.114911600000006,33.919245000000004,Comar In The House çanakkale,35.117566636348485,33.91862136427223,Brewery
598,Vitsada,35.114911600000006,33.919245000000004,Ayluga Parkı,35.119141764538504,33.91840349659533,Park
599,Vokolida,35.3734501,34.0697103,el&can market,35.373459145205715,34.07019151204331,Convenience Store
600,Vokolida,35.3734501,34.0697103,METNİ Market2,35.374053485719514,34.06960529976318,Big Box Store
601,Vokolida,35.3734501,34.0697103,Senmar2 Off Licence Bafra,35.37374,34.069984,Grocery Store
602,Vokolida,35.3734501,34.0697103,ayaz restaurant bar,35.37197070982779,34.071836685413835,Beer Bar
603,Vokolida,35.3734501,34.0697103,Çetil Elektronik Esya Dukkani,35.3773975184561,34.07136603902641,Electronics Store
604,Voroklini,34.9876126,33.6567371,Oroklini Hill Pagoda,34.98768628228688,33.65311300492087,Trail
605,Voroklini,34.9876126,33.6567371,the only one,34.986605190935535,33.652129793435584,Pub
606,Voroklini,34.9876126,33.6567371,Farmakeio Pharmacy,34.98413,33.654335,Pharmacy
607,Voroklini Touristiki Periochi,34.9876126,33.6567371,Oroklini Hill Pagoda,34.98768628228688,33.65311300492087,Trail
608,Voroklini Touristiki Periochi,34.9876126,33.6567371,the only one,34.986605190935535,33.652129793435584,Pub
609,Voroklini Touristiki Periochi,34.9876126,33.6567371,Farmakeio Pharmacy,34.98413,33.654335,Pharmacy
610,Vouni,34.8239352,32.834540399999995,Takis Tavern,34.82413817916143,32.83442200418327,Greek Restaurant
611,Vouni,34.8239352,32.834540399999995,Orea Hellas,34.82375005712735,32.834174128246524,Greek Restaurant
612,Vouni,34.8239352,32.834540399999995,Caffeneiro,34.823067,32.833393,Gastropub
613,Vouni,34.8239352,32.834540399999995,Oinou Strata,34.823726,32.834712,Hotel
614,Vouni,34.8239352,32.834540399999995,ipio vouni suites,34.82268,32.833648,Hotel
615,Vouni,34.8239352,32.834540399999995,Oinochori,34.821349,32.833199,Resort
616,Vouno,35.256946500000005,33.3962986,Taşkent Market,35.2562,33.39567,Convenience Store
617,Vrysoules,35.071975099999996,33.881590100000004,Xilino Restaurant,35.07276740524162,33.881821650312915,Greek Restaurant
618,Vrysoules,35.071975099999996,33.881590100000004,Φαρμακείο Κώστας Κατζής,35.073176,33.88135,Pharmacy
619,Vrysoules,35.071975099999996,33.881590100000004,Vrissi Gardens Villas,35.0722450414944,33.88554527698963,Vacation Rental
620,Vrysoules,35.071975099999996,33.881590100000004,Yiannis Tavern Vrysoulles,35.075586,33.881085,Greek Restaurant
621,Voni,35.1855659,33.38227639999999,O Πλάτανος,35.185252,33.379911,Kafenio
622,Voni,35.1855659,33.38227639999999,Cafe Bizz,35.185560697747086,33.382282772147256,Café
623,Voni,35.1855659,33.38227639999999,Σουβλάκι της Αυλής,35.18574,33.37901,Souvlaki Shop
624,Voni,35.1855659,33.38227639999999,Faros (Κέντρο Δεξιώσεων),35.18328184464154,33.37916766369356,Diner
625,Voni,35.1855659,33.38227639999999,Kalamies Tavern,35.18383026123047,33.378353118896484,Greek Restaurant
626,Galata,35.1855659,33.38227639999999,O Πλάτανος,35.185252,33.379911,Kafenio
627,Galata,35.1855659,33.38227639999999,Cafe Bizz,35.185560697747086,33.382282772147256,Café
628,Galata,35.1855659,33.38227639999999,Σουβλάκι της Αυλής,35.18574,33.37901,Souvlaki Shop
629,Galata,35.1855659,33.38227639999999,Faros (Κέντρο Δεξιώσεων),35.18328184464154,33.37916766369356,Diner
630,Galata,35.1855659,33.38227639999999,Kalamies Tavern,35.18383026123047,33.378353118896484,Greek Restaurant
631,Galateia,35.415337,34.0752783,Sevimli Yapı,35.414654,34.07585,Construction & Landscaping
632,Galateia,35.415337,34.0752783,Ali Hasliel,35.415592,34.073296,Southern / Soul Food Restaurant
633,Galateia,35.415337,34.0752783,London döner,35.41587,34.07542,Afghan Restaurant
634,Galateia,35.415337,34.0752783,YALI,35.41520309448242,34.0756950378418,Business Service
635,Gastria,35.114911600000006,33.919245000000004,Armağan Döner,35.114216,33.918865,Restaurant
636,Gastria,35.114911600000006,33.919245000000004,Derimod,35.114993449942105,33.91922331480796,Leather Goods Store
637,Gastria,35.114911600000006,33.919245000000004,Comar In The House çanakkale,35.117566636348485,33.91862136427223,Brewery
638,Gastria,35.114911600000006,33.919245000000004,Ayluga Parkı,35.119141764538504,33.91840349659533,Park
639,Gerovasa,34.7071301,33.0226174,Machallekide Gym,34.70950428784266,33.02450325556084,Gym
640,Gerovasa,34.7071301,33.0226174,Fiction,34.70883325075198,33.024428955757465,Bakery
641,Gerovasa,34.7071301,33.0226174,Meazza Mini FootBall Club,34.71106010972174,33.02446972324488,Sports Club
642,Gerovasa,34.7071301,33.0226174,O Mpaxes (Ο Μπαξές),34.71146,33.023464,Meze Restaurant
643,Gerolakkos,35.180099799999994,33.251765999999996,Zeytin Restaurant,35.18326287378833,33.254787229301996,Restaurant
644,Gerolakkos,35.180099799999994,33.251765999999996,Alayköy Meydanı,35.179550697096076,33.252372791989,Plaza
645,Gerolakkos,35.180099799999994,33.251765999999996,Soykan Market,35.18076292819002,33.255049524661096,Market
646,Gerolakkos,35.180099799999994,33.251765999999996,özkin büfe,35.1827530765948,33.25339303074474,Steakhouse
647,Gerolakkos,35.180099799999994,33.251765999999996,Özya Market,35.183302674886136,33.253505091078786,Big Box Store
648,Gerolakkos,35.180099799999994,33.251765999999996,Pesgir Cafe,35.184108,33.252954,Steakhouse
649,Gerolakkos,35.180099799999994,33.251765999999996,Alayköy Halı Saha,35.176451343681805,33.24899934579932,Soccer Field
650,Gerolakkos,35.180099799999994,33.251765999999996,Yelda Su,35.182308197021484,33.256473541259766,Supermarket
651,Giolou,34.9231899,32.4736141,Sotos,34.921284,32.475903,Café
652,Giolou,34.9231899,32.4736141,Helga,34.9209,32.476407,Convenience Store
653,Gourri,34.95525870000001,33.156238800000004,Ta Mezedokamomata,34.95776946914502,33.15828949129928,Meze Restaurant
654,Gourri,34.95525870000001,33.156238800000004,To koultouriariko,34.95860194273143,33.15256826068124,Restaurant
655,Goufes,35.114911600000006,33.919245000000004,Armağan Döner,35.114216,33.918865,Restaurant
656,Goufes,35.114911600000006,33.919245000000004,Derimod,35.114993449942105,33.91922331480796,Leather Goods Store
657,Goufes,35.114911600000006,33.919245000000004,Comar In The House çanakkale,35.117566636348485,33.91862136427223,Brewery
658,Goufes,35.114911600000006,33.919245000000004,Ayluga Parkı,35.119141764538504,33.91840349659533,Park
659,Dali (Kallithea),37.955892999999996,23.7020975,Momo,37.95704757214993,23.701368590942263,Café
660,Dali (Kallithea),37.955892999999996,23.7020975,The Bakers,37.95643892615124,23.701190801877406,Bakery
661,Dali (Kallithea),37.955892999999996,23.7020975,Crème Royale,37.95668787164396,23.702903294074396,Café
662,Dali (Kallithea),37.955892999999996,23.7020975,Flocafe Espresso Room,37.95707564524121,23.70369923131206,Café
663,Dali (Kallithea),37.955892999999996,23.7020975,DrunkDuck,37.95683378990402,23.70315881443292,Bar
664,Dali (Kallithea),37.955892999999996,23.7020975,Tourta Meli (Τούρτα Μέλι),37.955991003273,23.703925609588623,Dessert Shop
665,Dali (Kallithea),37.955892999999996,23.7020975,Passaggio,37.95725505339492,23.70416164355534,Coffee Shop
666,Dali (Kallithea),37.955892999999996,23.7020975,Aromania,37.955283124701296,23.703259609740403,Cosmetics Shop
667,Dali (Kallithea),37.955892999999996,23.7020975,Queen Falafel,37.956730956752274,23.70036109735853,Falafel Restaurant
668,Dali (Kallithea),37.955892999999996,23.7020975,Απάνω Μαχαλάς,37.955356529896186,23.702625716092456,Meze Restaurant
669,Dali (Kallithea),37.955892999999996,23.7020975,Public,37.95587621177846,23.701950281343642,Electronics Store
670,Dali (Kallithea),37.955892999999996,23.7020975,Coffee Island,37.95580258317215,23.701932194137214,Coffee Shop
671,Dali (Kallithea),37.955892999999996,23.7020975,Kyprou Square (Πλατεία Κύπρου),37.95726990591547,23.699982095326206,Plaza
672,Dali (Kallithea),37.955892999999996,23.7020975,Ξηροκαρπάδικο Κόκκινος-Τάσκογλου,37.95552386015664,23.701310748379125,Food & Drink Shop
673,Dali (Kallithea),37.955892999999996,23.7020975,Σουβλάκια - Πιροσκί - Οι Ρωσίδες,37.95374005372788,23.701524442995453,Souvlaki Shop
674,Dali (Kallithea),37.955892999999996,23.7020975,Helliland.com,37.95599857046507,23.70474145814363,Hobby Shop
675,Dali (Kallithea),37.955892999999996,23.7020975,Acera The Brunch Project,37.956942,23.702587,Breakfast Spot
676,Dali (Kallithea),37.955892999999996,23.7020975,Κρεατοφαγείον,37.95712,23.701092,Restaurant
677,Dali (Kallithea),37.955892999999996,23.7020975,Cine Φλερύ,37.95426050336514,23.69844785836077,Movie Theater
678,Dali (Kallithea),37.955892999999996,23.7020975,Stampa Land,37.956756696061944,23.698750116693404,Arts & Crafts Store
679,Dali (Kallithea),37.955892999999996,23.7020975,Batavia Άρκευθος,37.95444,23.702381,Herbs & Spices Store
680,Dali (Kallithea),37.955892999999996,23.7020975,Dome,37.956228998407695,23.69952408544853,Café
681,Dali (Kallithea),37.955892999999996,23.7020975,Ecosite,37.95828472823306,23.70298083231949,Coffee Shop
682,Dali (Kallithea),37.955892999999996,23.7020975,Italus,37.958434000954064,23.705505495565156,Café
683,Dali (Kallithea),37.955892999999996,23.7020975,Adidas Store,37.95747290529193,23.70452449776675,Sporting Goods Shop
684,Dali (Kallithea),37.955892999999996,23.7020975,Point 105 Bistrot and Cocktail Bar,37.95595962812531,23.701937987720452,Cocktail Bar
685,Dali (Kallithea),37.955892999999996,23.7020975,ΕΣΙΣ Κεμπαπ,37.95852979228122,23.69926961066722,Kebab Restaurant
686,Dali (Kallithea),37.955892999999996,23.7020975,Central Park,37.95601618621431,23.703824642747765,Cocktail Bar
687,Dali (Kallithea),37.955892999999996,23.7020975,Santé Royale,37.95922,23.698542,Bougatsa Shop
688,Dali (Kallithea),37.955892999999996,23.7020975,Ουζο Καφέ Ναι,37.95874854869527,23.700841436474185,Ouzeri
689,Dali (Kallithea),37.955892999999996,23.7020975,Όνομα του Ρόδου,37.95524660645997,23.702694137100682,Rock Club
690,Dali (Kallithea),37.955892999999996,23.7020975,Μπιφτεκοπωλείον,37.95469043464038,23.703426047813682,Souvlaki Shop
691,Dali (Kallithea),37.955892999999996,23.7020975,Intimissimi,37.95785436847077,23.70445356564142,Lingerie Store
692,Dali (Kallithea),37.955892999999996,23.7020975,Bella Donna,37.955062903960375,23.704836021590097,Nail Salon
693,Dali (Kallithea),37.955892999999996,23.7020975,Ο Βασίλης,37.95560818234368,23.697273955517154,Greek Restaurant
694,Dali (Kallithea),37.955892999999996,23.7020975,Coffee Berry,37.95614967770986,23.701830914425873,Coffee Shop
695,Dali (Kallithea),37.955892999999996,23.7020975,H&M,37.957010837046056,23.70395282900063,Clothing Store
696,Dali (Kallithea),37.955892999999996,23.7020975,Fit me by Ioanna,37.95758032112196,23.70703949380706,Gym
697,Dali (Kallithea),37.955892999999996,23.7020975,ΑΒ Καλλιθέα 1,37.95532309292776,23.704024280044138,Supermarket
698,Dali (Kallithea),37.955892999999996,23.7020975,Nike Store,37.95750040669454,23.70478406382358,Sporting Goods Shop
699,Dali (Kallithea),37.955892999999996,23.7020975,Γωνία Δαβάκη,37.953858792596776,23.704229279661053,Fast Food Restaurant
